0,order_id,quantity,item_name,choice_description,item_price
3855,1545,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]",$11.25 
3856,1545,1,Chips,,$2.15 
3857,1546,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.75 
3858,1546,1,Chips and Guacamole,,$4.45 
3859,1547,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.25 
3860,1547,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese]]",$9.25 
3861,1547,1,Chicken Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Cheese]]",$8.75 
3862,1548,2,Steak Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$18.50 
3863,1549,1,Bottled Water,,$1.50 
3864,1549,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",$8.75 
3865,1549,1,Chips,,$2.15 
3866,1550,1,Steak Bowl,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.48 
3867,1550,2,Canned Soda,[Mountain Dew],$2.18 
3868,1550,1,Chips and Guacamole,,$3.99 
3869,1551,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.25 
3870,1551,1,Bottled Water,,$1.50 
3871,1552,1,Steak Soft Tacos,"[[Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Cheese, Sour Cream]]",$8.99 
3872,1552,1,Chips and Tomatillo-Green Chili Salsa,,$2.39 
3873,1553,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Pinto Beans, Rice, Guacamole, Sour Cream, Cheese]]",$11.75 
3874,1553,1,Bottled Water,,$1.50 
3875,1554,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
3876,1554,1,6 Pack Soft Drink,[Diet Coke],$6.49 
3877,1554,1,Chips and Guacamole,,$4.45 
3878,1554,1,Veggie Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
3879,1555,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]",$8.49 
3880,1555,1,Chips and Guacamole,,$3.99 
3881,1556,2,Canned Soft Drink,[Coke],$2.50 
3882,1556,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$8.75 
3883,1556,1,Carnitas Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$9.25 
3884,1557,1,Chips and Guacamole,,$3.99 
3885,1557,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Pinto Beans, Cheese]]",$8.99 
3886,1558,1,Chicken Bowl,"[Fresh Tomato Salsa, Cheese]",$8.75 
3887,1558,1,6 Pack Soft Drink,[Diet Coke],$6.49 
3888,1559,8,Side of Chips,,$13.52 
3889,1559,2,Chicken Soft Tacos,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Lettuce]]",$16.98 
3890,1559,2,Veggie Soft Tacos,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Lettuce]]",$16.98 
3891,1559,2,Carnitas Crispy Tacos,"[Fresh Tomato Salsa (Mild), [Cheese, Lettuce]]",$17.98 
3892,1559,2,Chicken Crispy Tacos,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",$16.98 
3893,1560,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
3894,1560,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",$8.75 
3895,1561,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
3896,1561,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
3897,1562,1,Chicken Burrito,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.49 
3898,1562,1,Canned Soda,[Mountain Dew],$1.09 
3899,1562,1,Side of Chips,,$1.69 
3900,1563,1,Canned Soft Drink,[Lemonade],$1.25 
3901,1563,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Lettuce]]",$9.25 
3902,1563,1,Chips and Tomatillo Green Chili Salsa,,$2.95 
3903,1564,1,Barbacoa Burrito,"[Fresh Tomato (Mild), [Black Beans, Rice, Sour Cream, Cheese]]",$8.69 
3904,1564,1,Chicken Burrito,"[Fresh Tomato (Mild), [Black Beans, Rice, Sour Cream, Cheese]]",$8.19 
3905,1565,1,Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.49 
3906,1565,1,Chips and Roasted Chili-Corn Salsa,,$2.39 
3907,1566,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.49 
3908,1566,1,Chips and Fresh Tomato Salsa,,$2.39 
3909,1567,1,Chicken Bowl,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Rice, Fajita Veggies, Guacamole, Lettuce]]",$10.98 
3910,1568,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream, Lettuce]]",$8.99 
3911,1568,1,Steak Soft Tacos,"[Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Sour Cream, Lettuce]]",$8.99 
3912,1569,1,Side of Chips,,$1.69 
3913,1569,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.49 
3914,1570,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$8.75 
3915,1570,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$8.75 
3916,1571,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Cheese, Lettuce, Guacamole]]",$11.25 
3917,1571,1,Chips and Guacamole,,$4.45 
3918,1572,1,Chips and Guacamole,,$4.45 
3919,1572,2,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Cheese, Black Beans, Rice]]",$17.50 
3920,1573,1,Chicken Burrito,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Rice, Black Beans]]",$8.75 
3921,1573,1,Chips and Guacamole,,$4.45 
3922,1574,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$8.75 
3923,1574,1,Chips,,$2.15 
3924,1574,1,Bottled Water,,$1.50 
3925,1574,1,Bottled Water,,$1.50 
3926,1575,1,Steak Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Fajita Veggies]]",$8.99 
3927,1575,1,Canned Soda,[Dr. Pepper],$1.09 
3928,1576,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese]]",$8.75 
3929,1576,1,Chips and Guacamole,,$4.45 
3930,1577,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",$8.75 
3931,1577,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce]]",$8.75 
3932,1577,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]",$11.25 
3933,1577,2,Chips,,$4.30 
3934,1578,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]",$8.49 
3935,1578,1,Side of Chips,,$1.69 
3936,1578,1,Bottled Water,,$1.09 
3937,1578,1,Canned Soda,[Diet Dr. Pepper],$1.09 
3938,1579,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",$8.75 
3939,1579,1,Chips,,$2.15 
3940,1579,1,Bottled Water,,$1.50 
3941,1580,1,Carnitas Soft Tacos,"[Tomatillo-Red Chili Salsa (Hot), [Cheese, Sour Cream, Lettuce]]",$8.99 
3942,1580,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Fajita Veggies, Cheese, Sour Cream]]",$8.49 
3943,1580,1,Chips and Guacamole,,$3.99 
3944,1581,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",$8.75 
3945,1581,1,Chips,,$2.15 
3946,1581,1,Canned Soft Drink,[Nestea],$1.25 
3947,1582,1,Steak Crispy Tacos,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$9.25 
3948,1582,1,Chips and Fresh Tomato Salsa,,$2.95 
3949,1583,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
3950,1583,1,Chips and Guacamole,,$4.45 
3951,1584,1,Steak Crispy Tacos,"[Fresh Tomato Salsa, [Sour Cream, Lettuce, Rice, Cheese]]",$9.25 
3952,1584,1,Chips and Fresh Tomato Salsa,,$2.95 
3953,1585,1,Chips and Guacamole,,$3.99 
3954,1585,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Cheese, Lettuce]]",$8.99 
3955,1585,1,Veggie Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Lettuce]]",$8.49 
3956,1586,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",$8.75 
3957,1586,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",$8.75 
3958,1586,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Pinto Beans, Guacamole, Lettuce]]",$11.25 
3959,1586,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",$9.25 
3960,1586,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Lettuce]]",$8.75 
3961,1586,1,Chips and Guacamole,,$4.45 
3962,1587,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Guacamole]]",$11.25 
3963,1587,1,Canned Soft Drink,[Coke],$1.25 
3964,1588,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Cheese]]",$9.25 
3965,1588,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
3966,1588,1,Chips and Guacamole,,$4.45 
3967,1588,1,Chips and Fresh Tomato Salsa,,$2.95 
3968,1589,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",$10.98 
3969,1590,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Fajita Vegetables, Lettuce, Cheese, Sour Cream]]",$8.75 
3970,1590,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$8.75 
3971,1591,2,Steak Burrito,"[Fresh Tomato Salsa, [Lettuce, Sour Cream, Cheese, Fajita Vegetables, Pinto Beans, Rice]]",$18.50 
3972,1592,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]",$9.25 
3973,1592,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]",$9.25 
3974,1592,4,Canned Soft Drink,[Coke],$5.00 
3975,1592,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Lettuce]]",$8.75 
3976,1592,1,Chips and Tomatillo Green Chili Salsa,,$2.95 
3977,1593,2,Chicken Bowl,"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Fajita Veggies]]",$16.98 
3978,1594,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Guacamole, Lettuce]]",$11.25 
3979,1594,1,Chips and Fresh Tomato Salsa,,$2.95 
3980,1595,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$8.75 
3981,1595,1,Chips,,$2.15 
3982,1595,1,Bottled Water,,$1.50 
3983,1596,1,Chicken Salad,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Lettuce]]",$8.49 
3984,1596,1,Chips and Fresh Tomato Salsa,,$2.39 
3985,1597,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Cheese]]",$9.25 
3986,1597,1,Chips,,$2.15 
3987,1597,1,Canned Soft Drink,[Nestea],$1.25 
3988,1598,1,Chicken Burrito,"[Tomatillo Green Chili (Medium), [Lettuce, Black Beans, Rice, Sour Cream, Cheese]]",$8.19 
3989,1598,1,Steak Burrito,"[Tomatillo Red Chili (Hot), [Lettuce, Black Beans, Rice, Sour Cream, Cheese]]",$8.69 
3990,1598,1,Chicken Salad,"[Roasted Chili Corn (Medium), [Lettuce, Black Beans, Cheese]]",$8.19 
3991,1598,1,Chicken Burrito,"[Roasted Chili Corn (Medium), [Lettuce, Black Beans, Rice, Sour Cream, Cheese]]",$8.19 
3992,1599,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",$8.75 
3993,1599,1,Chips and Tomatillo Green Chili Salsa,,$2.95 
3994,1599,1,Canned Soft Drink,[Nestea],$1.25 
3995,1600,1,Steak Crispy Tacos,"[Fresh Tomato Salsa, [Cheese, Lettuce]]",$9.25 
3996,1600,1,Chips and Tomatillo Green Chili Salsa,,$2.95 
3997,1601,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]",$11.25 
3998,1601,1,Chicken Salad Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Lettuce]]",$8.75 
3999,1601,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4000,1601,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4001,1602,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Black Beans, Pinto Beans, Fajita Veggies, Lettuce]]",$8.99 
4002,1602,1,Bottled Water,,$1.09 
4003,1603,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$9.25 
4004,1603,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$9.25 
4005,1603,1,Chips and Guacamole,,$4.45 
4006,1604,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]",$8.49 
4007,1604,1,Chips and Guacamole,,$3.99 
4008,1604,1,Chips and Tomatillo-Green Chili Salsa,,$2.39 
4009,1604,1,Canned Soda,[Diet Coke],$1.09 
4010,1605,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.99 
4011,1605,1,Chicken Bowl,"[Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Sour Cream, Lettuce]]",$8.49 
4012,1606,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
4013,1606,1,Chicken Salad Bowl,[Fresh Tomato Salsa],$8.75 
4014,1607,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese, Guacamole]]",$11.25 
4015,1607,1,Steak Crispy Tacos,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.75 
4016,1608,1,Chips and Guacamole,,$4.45 
4017,1608,2,Canned Soft Drink,[Diet Coke],$2.50 
4018,1608,1,Chicken Soft Tacos,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
4019,1609,1,Veggie Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]",$8.49 
4020,1609,1,Nantucket Nectar,[Pineapple Orange Banana],$3.39 
4021,1610,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]",$8.75 
4022,1610,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]]",$9.25 
4023,1610,1,Chips and Guacamole,,$4.45 
4024,1610,1,Canned Soft Drink,[Lemonade],$1.25 
4025,1611,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4026,1611,1,Chips,,$2.15 
4027,1611,1,Chips and Guacamole,,$4.45 
4028,1611,2,Canned Soft Drink,[Coke],$2.50 
4029,1612,1,Steak Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Lettuce]]",$8.99 
4030,1612,1,Chips and Guacamole,,$3.99 
4031,1613,1,Chicken Soft Tacos,"[Tomatillo Red Chili Salsa, Cheese]",$8.75 
4032,1613,1,Chips,,$2.15 
4033,1613,1,Steak Bowl,"[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Cheese, Lettuce, Guacamole]]",$11.75 
4034,1614,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",$11.75 
4035,1614,1,Canned Soft Drink,[Coke],$1.25 
4036,1615,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream]]",$8.75 
4037,1615,1,Steak Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream]]",$9.39 
4038,1615,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4039,1615,1,Steak Soft Tacos,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Lettuce]]",$9.25 
4040,1616,1,Barbacoa Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese]]",$9.25 
4041,1616,1,Chips and Tomatillo Red Chili Salsa,,$2.95 
4042,1617,1,Carnitas Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese]]",$9.25 
4043,1617,1,Chips and Guacamole,,$4.45 
4044,1618,1,Canned Soft Drink,[Diet Coke],$1.25 
4045,1618,1,Carnitas Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce]]",$9.25 
4046,1618,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]]",$8.75 
4047,1619,1,Barbacoa Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Guacamole]]",$11.75 
4048,1619,1,Bottled Water,,$1.50 
4049,1620,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",$8.75 
4050,1620,1,Chips and Guacamole,,$4.45 
4051,1621,1,Steak Bowl,"[Roasted Chili Corn Salsa (Medium), [Rice, Black Beans, Fajita Veggies]]",$8.99 
4052,1621,1,Canned Soda,[Sprite],$1.09 
4053,1622,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Lettuce]]",$9.25 
4054,1622,1,Chips and Fresh Tomato Salsa,,$2.95 
4055,1623,1,Steak Bowl,"[Fresh Tomato Salsa (Mild), [Sour Cream, Lettuce, Cheese, Black Beans, Rice]]",$8.99 
4056,1623,1,Side of Chips,,$1.69 
4057,1624,1,Barbacoa Bowl,"[[Rice, Cheese]]",$8.69 
4058,1624,1,Side of Chips,,$1.69 
4059,1625,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Guacamole, Lettuce]]",$11.25 
4060,1625,1,Chips and Guacamole,,$4.45 
4061,1626,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
4062,1626,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
4063,1626,1,Chips and Guacamole,,$4.45 
4064,1627,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4065,1627,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
4066,1627,1,Chips and Fresh Tomato Salsa,,$2.95 
4067,1627,1,Bottled Water,,$1.50 
4068,1628,1,Chicken Burrito,"[[Lettuce, Rice, Fajita Veggies]]",$8.19 
4069,1628,1,Steak Burrito,"[[Lettuce, Fajita Veggies, Rice]]",$8.69 
4070,1629,1,Bottled Water,,$1.09 
4071,1629,1,Side of Chips,,$1.69 
4072,1629,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese]]",$8.49 
4073,1630,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
4074,1630,1,Chips and Fresh Tomato Salsa,,$2.95 
4075,1630,1,Canned Soft Drink,[Coke],$1.25 
4076,1631,1,Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]",$8.49 
4077,1631,1,Chips and Guacamole,,$3.99 
4078,1632,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Sour Cream, Guacamole]]",$10.98 
4079,1632,1,Nantucket Nectar,[Peach Orange],$3.39 
4080,1633,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4081,1633,1,Veggie Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4082,1633,1,Chips,,$2.15 
4083,1634,2,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$18.50 
4084,1635,1,Veggie Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]",$8.49 
4085,1635,1,Veggie Salad,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]",$8.49 
4086,1636,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Rice, Guacamole]]",$11.25 
4087,1636,1,Bottled Water,,$1.50 
4088,1637,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.49 
4089,1637,1,Chips and Tomatillo-Red Chili Salsa,,$2.39 
4090,1638,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]",$8.99 
4091,1638,1,Chips and Fresh Tomato Salsa,,$2.39 
4092,1639,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",$11.75 
4093,1639,1,Chips and Guacamole,,$4.45 
4094,1640,2,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$17.50 
4095,1641,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$9.25 
4096,1641,1,Carnitas Soft Tacos,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$9.25 
4097,1642,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",$8.75 
4098,1642,1,Chips and Guacamole,,$4.45 
4099,1642,3,Canned Soft Drink,[Diet Coke],$3.75 
4100,1643,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",$8.75 
4101,1643,1,Chips and Guacamole,,$4.45 
4102,1643,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 
4103,1643,1,Chips and Fresh Tomato Salsa,,$2.95 
4104,1644,1,Canned Soft Drink,[Lemonade],$1.25 
4105,1644,1,Chips and Guacamole,,$4.45 
4106,1644,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",$8.75 
4107,1645,1,Canned Soft Drink,[Coke],$1.25 
4108,1645,1,Bottled Water,,$1.50 
4109,1645,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",$9.25 
4110,1646,1,Veggie Salad Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",$11.25 
4111,1646,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce]]",$11.25 
4112,1647,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4113,1647,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4114,1648,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",$9.25 
4115,1648,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Guacamole]]",$11.25 
4116,1648,1,Chips and Guacamole,,$4.45 
